age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
33,retired,married,secondary,no,-912,yes,no,unknown,13,jul,104,11,-1,0,unknown,no
29,management,married,tertiary,no,3389,no,no,cellular,11,nov,24,15,-1,0,unknown,no
34,management,married,secondary,no,4375,no,yes,cellular,25,jul,495,23,-1,0,unknown,yes
33,admin.,single,unknown,no,1670,no,no,cellular,3,aug,141,22,-1,0,unknown,no
29,management,married,secondary,no,126,no,no,cellular,30,aug,40,5,-1,0,unknown,no
25,management,married,tertiary,no,-1904,no,no,cellular,6,sep,57,16,-1,0,unknown,no
20,blue-collar,single,tertiary,no,-252,no,no,cellular,6,nov,83,2,270,4,failure,no
33,housemaid,married,secondary,no,-1837,yes,no,telephone,22,feb,67,15,-1,0,unknown,no
47,retired,single,secondary,no,4159,yes,no,unknown,21,feb,180,5,-1,0,unknown,no
40,admin.,divorced,tertiary,no,656,yes,yes,cellular,6,jul,607,15,393,8,other,yes
22,technician,married,primary,no,2986,no,no,cellular,6,nov,52,26,-1,0,unknown,no
82,technician,divorced,secondary,no,5202,no,no,telephone,26,jun,155,23,374,9,success,no
47,admin.,single,tertiary,no,2058,yes,no,cellular,6,aug,281,11,-1,0,unknown,no
38,services,divorced,unknown,no,4953,yes,no,cellular,29,aug,52,29,-1,0,unknown,no
87,technician,single,primary,no,370,yes,no,cellular,24,jun,43,6,-1,0,unknown,no
39,technician,married,tertiary,no,2581,yes,no,cellular,14,jun,43,6,-1,0,unknown,no
89,admin.,divorced,tertiary,no,2038,yes,no,cellular,11,jun,551,5,357,4,other,yes
49,admin.,married,primary,no,-682,no,yes,cellular,16,may,320,25,-1,0,unknown,no
50,admin.,married,unknown,no,493,no,no,cellular,22,sep,105,1,-1,0,unknown,no
33,technician,married,unknown,no,5667,yes,no,cellular,28,may,600,20,251,7,failure,no
93,management,married,tertiary,no,387,no,no,cellular,19,nov,791,7,54,7,failure,yes
55,management,married,secondary,no,-3565,yes,no,unknown,7,may,131,16,-1,0,unknown,no
31,technician,single,secondary,no,383,no,no,unknown,6,feb,184,17,-1,0,unknown,no
53,management,divorced,secondary,no,-836,yes,no,cellular,30,may,114,29,-1,0,unknown,no
40,services,married,primary,no,2789,no,no,cellular,11,oct,66,28,-1,0,unknown,no
83,technician,divorced,primary,no,3266,yes,no,cellular,25,apr,390,27,62,3,other,no
19,admin.,divorced,tertiary,no,2496,yes,no,cellular,4,aug,270,15,349,5,other,no
90,management,married,tertiary,yes,193,no,no,cellular,1,may,117,20,-1,0,unknown,no
82,blue-collar,married,secondary,no,1599,yes,yes,unknown,22,jun,3,22,209,7,other,no
92,technician,single,secondary,no,476,no,yes,cellular,9,may,372,10,-1,0,unknown,no
84,technician,single,tertiary,no,-2918,yes,no,cellular,13,may,167,8,-1,0,unknown,no
69,self-employed,single,secondary,no,1085,yes,no,cellular,8,apr,19,23,-1,0,unknown,no
79,technician,single,secondary,no,9331,no,no,cellular,2,jul,34,28,-1,0,unknown,no
40,technician,married,tertiary,no,-1665,yes,no,unknown,16,may,255,9,327,7,failure,no
43,housemaid,married,secondary,no,-4142,yes,no,cellular,19,may,203,23,-1,0,unknown,no
85,entrepreneur,married,unknown,no,5693,no,no,cellular,8,feb,70,19,188,9,success,no
72,management,married,secondary,no,2767,no,no,cellular,12,may,38,10,394,1,failure,no
23,management,single,primary,no,2315,no,no,unknown,11,aug,557,20,-1,0,unknown,yes
52,technician,single,secondary,no,346,no,no,cellular,9,may,37,3,-1,0,unknown,no
39,admin.,married,secondary,no,2100,no,no,cellular,24,jun,23,25,-1,0,unknown,no
60,retired,divorced,tertiary,no,1577,no,no,cellular,10,aug,249,11,-1,0,unknown,no
32,admin.,married,tertiary,no,5354,no,yes,unknown,1,jun,75,11,-1,0,unknown,no
77,management,single,tertiary,no,4172,yes,no,unknown,19,may,275,8,-1,0,unknown,no
29,unknown,single,secondary,no,3228,no,no,unknown,29,jul,173,10,24,8,failure,no
66,unknown,divorced,secondary,no,-626,yes,no,cellular,27,aug,61,29,-1,0,unknown,no
59,technician,single,tertiary,no,2108,no,no,unknown,24,jul,18,9,360,6,failure,no
55,blue-collar,married,secondary,no,-424,no,no,telephone,17,may,18,10,-1,0,unknown,no
62,management,divorced,secondary,no,5107,yes,yes,unknown,28,apr,227,10,-1,0,unknown,no
52,student,single,tertiary,no,-722,no,yes,cellular,23,may,366,18,-1,0,unknown,no
47,technician,married,secondary,no,1018,no,no,cellular,4,nov,301,5,-1,0,unknown,no
47,admin.,single,secondary,no,-1838,no,no,cellular,12,aug,231,5,-1,0,unknown,no
23,technician,divorced,secondary,no,-72,yes,yes,cellular,23,apr,61,7,-1,0,unknown,no
84,services,married,unknown,no,-106,no,no,cellular,20,jan,510,20,-1,0,unknown,no
24,services,married,secondary,no,963,yes,yes,cellular,8,may,255,20,131,6,failure,no
69,entrepreneur,single,primary,no,-1276,no,no,unknown,28,nov,305,8,-1,0,unknown,no
31,blue-collar,single,secondary,no,5068,yes,no,cellular,22,jul,65,17,-1,0,unknown,no
90,technician,married,tertiary,no,860,yes,no,telephone,26,aug,78,6,-1,0,unknown,no
32,management,married,secondary,no,-178,yes,no,unknown,26,jun,614,25,328,2,failure,no
38,admin.,married,secondary,yes,3731,yes,no,cellular,29,aug,166,13,-1,0,unknown,no
52,self-employed,single,primary,no,7909,no,no,cellular,16,feb,208,13,-1,0,unknown,no
83,unknown,single,primary,no,209,yes,no,cellular,24,may,30,13,-1,0,unknown,no
19,unknown,married,tertiary,no,686,no,no,telephone,28,may,129,16,390,6,failure,no
52,student,married,primary,no,-792,no,yes,unknown,1,dec,562,2,-1,0,unknown,yes
37,technician,married,secondary,no,3408,no,no,cellular,9,may,594,5,-1,0,unknown,no
27,admin.,single,secondary,no,4288,yes,no,cellular,11,may,337,10,-1,0,unknown,no
42,retired,married,secondary,no,1282,no,yes,cellular,12,aug,203,10,-1,0,unknown,no
83,self-employed,married,primary,no,106,yes,no,cellular,9,oct,689,25,-1,0,unknown,yes
42,technician,married,secondary,no,3023,yes,no,cellular,6,sep,530,11,-1,0,unknown,no
71,admin.,single,primary,no,3641,no,no,cellular,29,may,483,28,-1,0,unknown,no
50,entrepreneur,married,secondary,no,6084,yes,no,cellular,9,nov,550,20,-1,0,unknown,yes
53,admin.,married,tertiary,no,-325,no,no,cellular,6,jul,155,25,-1,0,unknown,no
31,management,divorced,secondary,no,3979,yes,no,unknown,6,sep,192,24,-1,0,unknown,no
82,blue-collar,married,secondary,no,1739,yes,no,cellular,29,nov,142,9,-1,0,unknown,no
71,technician,married,tertiary,no,-3780,yes,no,cellular,20,may,347,13,-1,0,unknown,no
69,admin.,divorced,tertiary,no,5988,no,no,unknown,3,jun,231,13,-1,0,unknown,no
20,unemployed,married,primary,no,2314,yes,no,cellular,3,jul,18,29,-1,0,unknown,no
58,blue-collar,married,tertiary,no,3242,yes,no,cellular,16,aug,37,2,-1,0,unknown,no
23,unknown,married,tertiary,no,4260,no,no,unknown,2,may,55,26,267,9,other,no
42,services,single,primary,no,3210,no,yes,cellular,4,may,286,5,-1,0,unknown,no
30,admin.,married,tertiary,no,-1478,no,no,cellular,9,aug,30,26,-1,0,unknown,no
25,blue-collar,single,tertiary,no,3446,yes,no,cellular,7,jul,200,25,-1,0,unknown,no
38,retired,married,secondary,no,2911,yes,no,unknown,3,nov,474,5,-1,0,unknown,no
85,technician,married,secondary,no,-3587,no,no,telephone,24,jul,760,12,-1,0,unknown,no
42,unemployed,single,tertiary,no,6420,no,no,cellular,30,feb,144,20,321,1,other,no
85,technician,divorced,primary,yes,290,no,no,unknown,13,nov,196,8,-1,0,unknown,no
62,technician,married,secondary,no,4408,yes,no,cellular,14,jul,459,6,-1,0,unknown,no
77,admin.,single,secondary,no,413,yes,no,cellular,29,jul,708,18,-1,0,unknown,no
29,management,married,tertiary,no,-177,yes,yes,cellular,9,nov,127,8,-1,0,unknown,no
49,management,married,secondary,no,1185,no,no,telephone,1,jul,112,28,-1,0,unknown,no
30,management,married,tertiary,no,7787,yes,no,unknown,12,jun,154,21,-1,0,unknown,no
48,blue-collar,single,tertiary,no,7460,no,no,cellular,1,apr,75,23,-1,0,unknown,no
37,self-employed,married,secondary,no,-181,yes,yes,telephone,9,nov,506,20,-1,0,unknown,no
35,technician,married,primary,no,5164,yes,no,cellular,25,apr,98,25,-1,0,unknown,no
77,admin.,married,secondary,no,1492,yes,no,cellular,7,may,153,2,-1,0,unknown,no
80,admin.,married,tertiary,no,7476,yes,yes,cellular,3,aug,99,28,337,6,other,no
23,technician,divorced,secondary,no,4880,no,no,cellular,4,jun,32,10,-1,0,unknown,no
49,blue-collar,divorced,secondary,no,2259,no,yes,cellular,7,may,240,25,-1,0,unknown,no
60,blue-collar,single,primary,no,1666,yes,no,telephone,25,may,228,20,-1,0,unknown,no
19,unemployed,married,secondary,no,3247,yes,no,unknown,15,dec,90,6,-1,0,unknown,no
77,technician,married,secondary,no,2872,no,yes,cellular,24,jul,8,5,-1,0,unknown,no
40,services,single,secondary,yes,-1885,no,no,telephone,24,may,712,16,-1,0,unknown,no
48,management,divorced,secondary,no,2045,yes,no,unknown,1,sep,113,3,-1,0,unknown,no
22,admin.,married,secondary,no,-533,no,no,cellular,6,jun,199,23,362,3,failure,no
51,blue-collar,single,secondary,no,-167,yes,no,cellular,22,may,40,4,-1,0,unknown,no
27,unknown,divorced,primary,no,4765,no,no,cellular,5,may,74,1,33,2,other,no
19,services,single,tertiary,no,2033,no,no,unknown,11,aug,147,14,-1,0,unknown,no
28,blue-collar,married,secondary,no,58,yes,no,unknown,17,jul,213,14,-1,0,unknown,no
67,management,married,tertiary,no,-2213,no,no,cellular,3,apr,496,24,-1,0,unknown,no
48,admin.,married,secondary,no,-906,yes,no,cellular,12,jul,88,19,271,1,failure,no
73,retired,married,tertiary,no,1243,yes,yes,cellular,20,may,529,6,288,2,other,no
90,technician,married,secondary,no,6479,yes,no,unknown,30,dec,158,12,-1,0,unknown,no
26,admin.,married,secondary,no,-1725,yes,no,cellular,10,may,146,18,162,5,other,no
38,blue-collar,single,primary,no,2306,no,no,telephone,7,aug,130,9,-1,0,unknown,no
90,housemaid,married,secondary,no,2643,yes,yes,cellular,15,jul,560,20,271,4,failure,no
45,services,married,primary,no,5089,no,no,cellular,21,aug,74,23,-1,0,unknown,no
79,management,single,secondary,no,1796,yes,no,unknown,18,may,502,25,-1,0,unknown,no
24,self-employed,single,secondary,no,2645,yes,no,cellular,19,apr,24,13,-1,0,unknown,no
33,entrepreneur,single,tertiary,no,4968,yes,no,cellular,29,dec,801,27,-1,0,unknown,yes
21,blue-collar,married,tertiary,no,-909,yes,no,cellular,30,may,180,19,-1,0,unknown,no
21,technician,single,secondary,no,3795,no,yes,cellular,1,aug,1758,13,-1,0,unknown,yes
57,self-employed,married,secondary,no,-2759,no,no,cellular,30,may,241,19,-1,0,unknown,no
34,technician,married,secondary,no,1614,yes,yes,unknown,22,may,32,19,-1,0,unknown,no
69,blue-collar,single,primary,no,709,no,no,cellular,13,jul,16,21,-1,0,unknown,no
69,admin.,married,secondary,no,-744,yes,no,cellular,29,may,55,10,-1,0,unknown,no
53,blue-collar,married,secondary,no,4339,yes,no,cellular,24,nov,141,6,28,3,other,no
55,technician,married,primary,no,4507,yes,no,cellular,4,sep,354,3,-1,0,unknown,no
67,management,married,secondary,no,4629,no,yes,cellular,18,nov,0,26,-1,0,unknown,no
80,services,married,secondary,no,2561,no,no,unknown,12,jul,76,16,-1,0,unknown,no
80,technician,single,secondary,no,-2275,no,no,cellular,4,may,228,9,-1,0,unknown,no
79,blue-collar,married,tertiary,no,435,no,no,cellular,26,jun,91,17,-1,0,unknown,no
24,self-employed,divorced,secondary,no,4439,no,no,cellular,4,aug,113,23,369,9,other,no
44,unknown,married,secondary,no,4400,no,no,cellular,5,apr,92,27,144,8,other,no
31,technician,married,primary,no,5012,yes,no,cellular,19,sep,789,9,-1,0,unknown,yes
88,blue-collar,married,secondary,no,2364,yes,yes,telephone,9,jul,17,5,-1,0,unknown,no
22,blue-collar,married,secondary,no,876,yes,yes,cellular,7,aug,614,19,-1,0,unknown,no
72,services,single,secondary,no,-4474,no,no,cellular,25,aug,100,29,91,2,failure,no
19,admin.,married,tertiary,no,4009,no,no,cellular,7,sep,73,15,-1,0,unknown,no
79,blue-collar,married,primary,no,1124,no,no,cellular,12,apr,554,10,-1,0,unknown,no
38,unknown,single,secondary,no,-2339,yes,yes,cellular,10,may,87,4,97,5,failure,no
38,blue-collar,married,secondary,no,3710,yes,no,cellular,29,jun,1130,24,-1,0,unknown,yes
27,management,single,secondary,no,5680,no,yes,unknown,20,jul,204,12,-1,0,unknown,no
75,retired,single,secondary,no,4023,yes,no,cellular,21,nov,166,14,-1,0,unknown,no
56,technician,married,tertiary,no,3446,no,no,cellular,13,mar,967,15,-1,0,unknown,yes
22,blue-collar,married,secondary,no,4222,yes,yes,cellular,23,sep,66,19,189,8,success,no
82,blue-collar,married,secondary,no,-6769,no,no,telephone,6,jul,618,5,-1,0,unknown,no
30,technician,single,tertiary,no,6585,no,no,cellular,9,jul,230,12,-1,0,unknown,no
70,student,married,secondary,no,-953,no,no,unknown,19,may,362,3,-1,0,unknown,no
62,technician,married,tertiary,no,-689,yes,no,cellular,24,jul,225,15,-1,0,unknown,no
49,unknown,married,secondary,no,8,no,no,cellular,16,jul,248,15,-1,0,unknown,no
53,services,married,primary,no,351,yes,no,cellular,27,may,43,12,-1,0,unknown,no
77,technician,married,secondary,no,5923,no,no,cellular,26,jul,42,15,226,9,success,no
28,services,single,primary,no,3053,yes,no,unknown,11,may,130,6,-1,0,unknown,no
80,management,married,secondary,no,-613,yes,no,unknown,4,jul,109,28,-1,0,unknown,no
38,admin.,divorced,tertiary,no,-159,no,no,unknown,25,jul,321,17,-1,0,unknown,no
69,retired,single,secondary,no,8905,yes,no,cellular,1,aug,330,23,345,5,other,no
72,blue-collar,married,tertiary,no,2481,no,no,cellular,21,feb,214,15,-1,0,unknown,no
43,blue-collar,married,secondary,no,126,yes,yes,cellular,12,apr,132,15,-1,0,unknown,no
85,admin.,married,secondary,no,-3443,yes,no,unknown,4,sep,291,11,-1,0,unknown,no
51,retired,single,tertiary,no,-3605,no,no,cellular,5,may,299,22,239,5,failure,no
69,admin.,married,tertiary,no,-1928,no,yes,cellular,6,aug,427,12,-1,0,unknown,no
69,blue-collar,divorced,tertiary,no,1709,yes,no,cellular,14,apr,430,22,-1,0,unknown,no
46,admin.,single,secondary,no,4750,yes,no,cellular,29,aug,18,19,-1,0,unknown,no
55,self-employed,married,secondary,no,3270,yes,yes,unknown,1,apr,120,1,155,2,failure,no
59,blue-collar,single,tertiary,no,4944,yes,no,cellular,8,jun,140,16,-1,0,unknown,no
38,management,married,secondary,no,3119,yes,no,cellular,15,nov,484,11,-1,0,unknown,no
59,management,single,secondary,no,-2255,yes,no,unknown,12,apr,179,1,-1,0,unknown,no
30,technician,married,secondary,no,2696,no,yes,cellular,27,may,173,23,-1,0,unknown,no
81,technician,married,secondary,no,2824,yes,no,cellular,19,jun,208,4,-1,0,unknown,no
34,student,married,tertiary,no,1061,no,no,cellular,23,nov,35,6,280,6,failure,no
26,self-employed,single,tertiary,no,504,no,no,telephone,7,may,214,4,-1,0,unknown,no
58,admin.,married,primary,no,977,no,no,cellular,9,aug,206,24,-1,0,unknown,no
18,blue-collar,divorced,secondary,no,-3217,yes,no,cellular,11,aug,362,28,-1,0,unknown,no
19,blue-collar,married,primary,no,-2574,no,no,cellular,27,may,259,25,293,2,failure,no
77,blue-collar,married,tertiary,no,9047,no,no,unknown,23,may,800,2,-1,0,unknown,yes
65,admin.,married,primary,no,-2332,no,no,unknown,28,may,21,17,-1,0,unknown,no
46,technician,married,primary,no,-3877,yes,yes,cellular,8,aug,381,1,-1,0,unknown,no
27,technician,married,tertiary,no,-739,yes,no,cellular,4,jul,359,13,-1,0,unknown,no
75,housemaid,married,secondary,no,2799,no,no,unknown,10,may,80,12,-1,0,unknown,no
77,management,single,secondary,no,3105,no,no,telephone,20,jul,309,28,-1,0,unknown,no
38,management,married,secondary,no,-1649,no,no,unknown,10,jun,277,23,-1,0,unknown,no
45,unknown,married,unknown,no,1711,yes,yes,cellular,8,apr,91,29,-1,0,unknown,no
92,blue-collar,married,unknown,no,-211,yes,yes,unknown,14,nov,331,2,-1,0,unknown,no
51,self-employed,single,tertiary,no,1992,yes,no,cellular,4,aug,688,19,-1,0,unknown,yes
25,management,married,primary,no,542,yes,no,cellular,29,apr,93,12,114,3,other,no
76,technician,married,primary,no,-660,yes,yes,cellular,20,nov,1010,4,-1,0,unknown,yes
89,unknown,married,tertiary,no,-525,no,no,telephone,26,nov,65,25,-1,0,unknown,no
66,management,single,tertiary,no,-5175,no,no,cellular,3,mar,37,26,-1,0,unknown,no
34,technician,single,secondary,no,757,yes,no,unknown,28,may,20,18,-1,0,unknown,no
77,services,married,secondary,no,1192,no,no,cellular,3,aug,62,26,-1,0,unknown,no
62,admin.,married,secondary,no,-2803,no,no,cellular,27,nov,108,2,122,8,failure,no
86,management,divorced,secondary,no,411,no,no,cellular,4,aug,340,29,-1,0,unknown,no
49,housemaid,divorced,tertiary,no,656,no,no,unknown,12,may,19,1,-1,0,unknown,no
61,unknown,single,secondary,no,-4138,no,no,unknown,29,feb,182,24,99,6,failure,no
82,unknown,divorced,primary,no,-892,yes,no,cellular,30,jun,188,13,-1,0,unknown,no
25,admin.,single,secondary,no,-987,no,no,cellular,18,apr,66,24,362,1,failure,no
94,services,single,secondary,no,1961,no,yes,unknown,28,may,12,5,-1,0,unknown,no
89,admin.,married,primary,no,5157,yes,yes,unknown,19,jul,65,19,-1,0,unknown,no
60,housemaid,married,tertiary,no,1563,yes,no,unknown,11,jun,67,1,-1,0,unknown,no
18,services,married,secondary,no,4900,yes,no,unknown,28,may,300,2,-1,0,unknown,no
68,blue-collar,single,tertiary,no,754,yes,yes,unknown,18,nov,68,14,-1,0,unknown,no
41,blue-collar,divorced,secondary,no,2535,no,no,cellular,14,may,107,9,17,6,failure,no
41,management,single,primary,no,1622,yes,no,cellular,11,jun,12,8,-1,0,unknown,no
34,services,married,tertiary,no,8656,yes,no,cellular,14,jul,252,26,-1,0,unknown,no
22,unknown,married,secondary,no,964,yes,no,cellular,22,may,165,11,184,4,other,no
37,unknown,married,secondary,no,3769,yes,no,unknown,29,aug,109,4,-1,0,unknown,no
38,technician,married,primary,no,2030,no,no,unknown,3,sep,313,29,-1,0,unknown,no
75,management,single,tertiary,no,4798,no,no,cellular,2,jul,295,3,-1,0,unknown,no
48,unknown,divorced,primary,no,3318,yes,yes,cellular,9,aug,102,5,-1,0,unknown,no
28,admin.,married,secondary,no,2444,no,no,telephone,8,apr,318,24,-1,0,unknown,no
69,management,married,primary,no,-2002,yes,no,unknown,5,may,110,14,-1,0,unknown,no
32,admin.,single,tertiary,no,-1738,yes,yes,cellular,29,jun,64,10,-1,0,unknown,no
24,management,married,tertiary,no,-426,no,yes,cellular,9,nov,328,6,-1,0,unknown,no
45,admin.,divorced,secondary,no,544,yes,no,cellular,5,jul,335,10,-1,0,unknown,no
68,management,married,primary,no,1755,no,no,cellular,21,jun,518,11,-1,0,unknown,no
75,technician,married,tertiary,no,-419,no,no,cellular,13,jul,179,20,-1,0,unknown,no
22,retired,married,primary,no,-4509,no,no,cellular,11,apr,68,8,-1,0,unknown,no
22,unknown,married,secondary,no,4504,yes,no,cellular,11,jul,467,4,-1,0,unknown,no
25,entrepreneur,married,secondary,no,2763,yes,no,telephone,20,apr,49,21,-1,0,unknown,no
81,housemaid,married,secondary,no,1602,no,no,cellular,12,jul,719,18,-1,0,unknown,no
27,blue-collar,married,secondary,no,5183,no,no,cellular,19,aug,94,26,-1,0,unknown,no
55,admin.,married,tertiary,no,-988,no,no,unknown,13,may,4,20,-1,0,unknown,no
25,technician,married,tertiary,no,1029,no,no,unknown,26,nov,53,26,-1,0,unknown,no
42,unknown,married,tertiary,no,1900,no,no,cellular,9,may,138,14,122,1,other,no
90,services,married,primary,no,176,yes,no,cellular,4,may,14,26,-1,0,unknown,no
83,admin.,single,secondary,no,-964,yes,no,cellular,7,jun,135,3,-1,0,unknown,no
67,blue-collar,divorced,secondary,no,4046,yes,no,unknown,5,nov,58,12,-1,0,unknown,no
84,technician,married,primary,no,2274,yes,no,cellular,7,may,4,15,-1,0,unknown,no
66,technician,married,tertiary,no,3294,yes,no,unknown,28,nov,91,28,-1,0,unknown,no
53,unknown,married,tertiary,no,-1048,yes,yes,telephone,8,aug,66,24,291,1,other,no
85,housemaid,married,secondary,no,3911,yes,no,cellular,14,aug,140,8,-1,0,unknown,no
58,management,single,tertiary,no,-447,no,no,unknown,24,nov,367,14,-1,0,unknown,no
79,unknown,single,secondary,no,2163,yes,no,cellular,10,jul,183,23,-1,0,unknown,no
27,blue-collar,single,tertiary,yes,7360,yes,no,cellular,6,jul,377,6,-1,0,unknown,no
38,blue-collar,married,unknown,no,3978,no,no,cellular,5,jul,105,25,-1,0,unknown,no
53,admin.,married,tertiary,no,2439,no,no,cellular,15,aug,3,14,-1,0,unknown,no
29,admin.,divorced,secondary,no,5473,yes,no,cellular,16,may,658,4,-1,0,unknown,no
19,blue-collar,married,tertiary,no,-286,yes,yes,cellular,27,aug,97,20,307,4,failure,no
30,self-employed,married,secondary,no,2893,yes,no,cellular,2,aug,193,6,-1,0,unknown,no
70,blue-collar,divorced,secondary,no,-1073,yes,no,unknown,28,jul,163,16,-1,0,unknown,no
49,technician,single,primary,no,336,yes,no,cellular,15,feb,225,17,-1,0,unknown,no
33,admin.,single,secondary,no,6194,no,no,cellular,8,aug,557,2,173,4,other,no
49,housemaid,married,primary,no,2242,no,yes,unknown,21,may,520,18,-1,0,unknown,no
49,technician,married,secondary,no,5643,no,no,cellular,24,nov,1022,13,163,2,failure,yes
28,retired,married,tertiary,no,1114,yes,no,cellular,22,apr,193,26,-1,0,unknown,no
27,admin.,single,tertiary,no,5084,yes,no,cellular,24,aug,659,20,362,5,success,yes
32,admin.,married,secondary,no,1577,yes,yes,telephone,13,may,169,16,173,5,failure,no
34,blue-collar,single,tertiary,no,1823,yes,yes,cellular,17,aug,11,21,-1,0,unknown,no
57,blue-collar,single,unknown,no,1494,no,no,cellular,15,jun,40,13,-1,0,unknown,no
35,services,married,tertiary,no,2503,no,no,unknown,25,jul,104,14,-1,0,unknown,no
72,technician,married,tertiary,no,645,yes,no,cellular,14,apr,333,18,-1,0,unknown,no
90,entrepreneur,married,unknown,no,-2745,no,no,unknown,25,nov,21,8,-1,0,unknown,no
42,technician,single,secondary,no,1314,no,no,cellular,19,jan,115,5,-1,0,unknown,no
76,retired,single,secondary,no,1819,yes,no,cellular,13,nov,1041,24,-1,0,unknown,yes
39,unknown,single,secondary,no,6326,yes,no,cellular,21,jul,397,9,-1,0,unknown,no
47,technician,married,tertiary,no,-5359,yes,no,cellular,28,may,218,15,-1,0,unknown,no
61,unknown,married,primary,no,6274,yes,no,telephone,7,jul,16,29,-1,0,unknown,no
49,technician,single,tertiary,no,4566,yes,yes,telephone,8,jul,3,27,-1,0,unknown,no
68,retired,married,primary,no,3478,yes,no,telephone,7,aug,28,9,-1,0,unknown,no
63,services,single,tertiary,no,1884,no,no,cellular,19,feb,102,20,-1,0,unknown,no
38,unknown,single,secondary,no,-1638,yes,no,unknown,15,dec,240,10,-1,0,unknown,no
49,technician,married,secondary,yes,7274,yes,no,cellular,7,jul,56,18,-1,0,unknown,no
56,management,married,primary,no,5125,no,no,unknown,17,may,13,14,-1,0,unknown,no
29,unknown,married,secondary,no,2174,no,no,cellular,21,jul,24,27,-1,0,unknown,no
64,retired,married,tertiary,no,2278,yes,no,cellular,25,may,143,18,-1,0,unknown,no
35,management,single,secondary,no,1095,yes,yes,cellular,18,may,382,16,-1,0,unknown,no
38,technician,single,secondary,no,3205,no,no,unknown,19,apr,443,28,259,1,other,no
30,blue-collar,divorced,tertiary,no,1288,no,no,cellular,25,sep,88,5,-1,0,unknown,no
38,admin.,single,secondary,no,2345,no,no,telephone,3,may,280,10,-1,0,unknown,no
25,admin.,married,primary,no,2735,yes,no,cellular,24,aug,128,20,-1,0,unknown,no
63,blue-collar,married,secondary,no,8712,no,no,cellular,22,may,927,6,-1,0,unknown,yes
24,services,single,tertiary,no,-1308,yes,no,cellular,7,may,133,9,-1,0,unknown,no
40,unknown,married,tertiary,no,1901,no,yes,unknown,21,apr,130,23,382,5,failure,no
92,self-employed,single,tertiary,no,5104,yes,yes,telephone,10,sep,179,16,-1,0,unknown,no
39,blue-collar,single,primary,no,3902,yes,yes,unknown,28,apr,6,28,-1,0,unknown,no
39,entrepreneur,married,secondary,no,3454,yes,yes,unknown,7,apr,139,11,-1,0,unknown,no
46,blue-collar,married,secondary,no,10455,yes,no,unknown,26,jan,455,20,-1,0,unknown,yes
30,admin.,married,secondary,no,4685,yes,no,cellular,11,may,244,23,394,2,other,no
19,unemployed,single,primary,no,-452,yes,no,cellular,26,nov,899,18,61,9,failure,yes
46,technician,married,unknown,no,-796,yes,yes,unknown,29,nov,101,5,-1,0,unknown,no
69,services,divorced,secondary,no,1306,yes,no,telephone,3,apr,45,28,245,5,failure,no
44,entrepreneur,married,tertiary,no,113,no,no,cellular,27,feb,358,27,-1,0,unknown,no
67,retired,divorced,secondary,no,1660,yes,no,unknown,21,aug,11,9,-1,0,unknown,no
40,housemaid,married,secondary,no,2435,no,no,cellular,22,may,44,11,-1,0,unknown,no
61,technician,married,tertiary,no,2242,no,no,cellular,9,aug,182,9,329,9,other,no
94,blue-collar,single,secondary,no,-5949,yes,no,cellular,4,may,361,4,384,3,failure,no
39,admin.,single,secondary,no,-844,yes,no,unknown,8,jun,237,8,-1,0,unknown,no
60,blue-collar,married,tertiary,no,3570,no,no,unknown,30,feb,1361,5,-1,0,unknown,yes
54,unemployed,single,tertiary,no,6352,yes,yes,cellular,30,nov,274,3,-1,0,unknown,no
78,retired,single,secondary,no,210,yes,no,cellular,24,may,333,29,-1,0,unknown,no
73,technician,married,tertiary,no,225,yes,no,cellular,26,may,1316,22,-1,0,unknown,yes
20,admin.,married,tertiary,no,1154,yes,no,cellular,22,jun,231,4,-1,0,unknown,no
80,admin.,single,secondary,no,6595,yes,no,cellular,12,may,323,29,-1,0,unknown,no
36,blue-collar,married,tertiary,no,1583,no,no,unknown,8,mar,91,16,-1,0,unknown,no
40,unknown,married,secondary,no,-5303,no,no,unknown,15,feb,198,13,-1,0,unknown,no
46,technician,single,secondary,no,6784,no,yes,unknown,28,nov,626,3,-1,0,unknown,yes
47,blue-collar,married,secondary,no,3496,yes,yes,unknown,14,may,495,4,-1,0,unknown,no
56,student,married,primary,no,-2457,no,no,unknown,5,may,94,29,-1,0,unknown,no
42,retired,divorced,secondary,no,-111,no,no,cellular,17,nov,114,1,-1,0,unknown,no
25,blue-collar,married,secondary,no,-964,no,no,unknown,20,aug,483,26,-1,0,unknown,no
75,entrepreneur,single,secondary,no,795,yes,no,cellular,11,jul,86,8,-1,0,unknown,no
33,technician,single,secondary,no,5883,yes,no,unknown,22,jul,563,9,251,5,failure,no
89,technician,married,tertiary,no,-4179,no,no,cellular,15,aug,383,22,-1,0,unknown,no
18,admin.,married,secondary,no,391,yes,yes,cellular,25,may,42,5,-1,0,unknown,no
22,unknown,married,primary,no,1755,no,yes,unknown,13,jul,328,12,-1,0,unknown,no
20,self-employed,married,tertiary,no,1213,yes,no,cellular,30,apr,463,9,207,9,other,yes
82,unemployed,single,tertiary,no,-968,no,no,cellular,4,apr,40,4,-1,0,unknown,no
21,admin.,single,secondary,no,4991,yes,no,cellular,22,may,157,17,-1,0,unknown,no
